Naveen Cal 08
Date:,2014/09/26
Time:,13:12:22
Type:,toppler2
Description:,""
Notes:,""

TRAJECTORIES
120.000000,Hz
,leg1,,,leg2,,,leg3,,,torso1,,,torso2,,,torso3,,,*1,,,*2,,,*3,,,*4,,,*5,,,*6,,,*7,,,*8,,,*9,,,*10,,,*11,,,*12,,,*13,,,*14,,,*15,,,*16,,,*17,,,*18,,,*19,,,*20,,,*21,,,*22,,,*23,,,*24,,,*25,,,*26,,,*27,,,*28,,,*29,,,*30,,,*31,,,*32,,,*33,,,*34,,,*35,,,*36,,,*37,,,*38,,,*39,,,*40,,,*41,,,*42,,,*43,,,*44,,,*45,,,*46,,,*47
Field #,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
1213,-336.850159,72.023277,410.731049,-287.169495,149.031357,257.626984,-326.871429,122.225014,152.586945,-368.089294,-28.167828,808.274841,-353.971252,-26.705717,739.999268,-356.881805,-15.862286,673.180847,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1214,-336.856293,72.033569,410.657715,-287.164032,149.020340,257.664337,-326.886047,122.246498,152.569290,-368.096954,-28.159037,808.288208,-353.987061,-26.685280,740.013489,-356.872803,-15.868693,673.185181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1215,-336.865875,72.014664,410.692291,-287.188568,149.026672,257.680542,-326.868500,122.229111,152.573929,-368.096527,-28.159433,808.295532,-353.996796,-26.692638,740.008606,-356.889587,-15.854220,673.195862,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1216,-336.851593,72.027016,410.714508,-287.197418,149.018799,257.658295,-326.879761,122.235893,152.571793,-368.131348,-28.159801,808.276672,-354.000458,-26.684273,740.006226,-356.902740,-15.876267,673.181335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1217,-336.867401,72.022827,410.706177,-287.188416,149.014297,257.657898,-326.914856,122.248833,152.563141,-368.141571,-28.167871,808.278992,-353.995636,-26.691401,740.021118,-356.882843,-15.865472,673.191162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1218,-336.880676,71.997169,410.702789,-287.210205,149.033325,257.658813,-326.885864,122.229515,152.582031,-368.150208,-28.160006,808.288757,-354.009888,-26.695732,740.022827,-356.892303,-15.868705,673.190613,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1219,-336.881989,72.008797,410.709961,-287.175964,149.038406,257.668549,-326.895508,122.233276,152.553818,-368.120605,-28.172974,808.281921,-353.998444,-26.690887,739.994934,-356.888641,-15.853426,673.181824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1220,-336.863831,72.032593,410.703278,-287.184143,149.019562,257.669647,-326.892761,122.229866,152.571075,-368.110046,-28.175858,808.275085,-354.002350,-26.694767,740.008606,-356.881775,-15.874295,673.187988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1221,-336.873718,72.017357,410.673035,-287.171265,148.992554,257.694000,-326.884949,122.223602,152.563553,-368.104675,-28.181612,808.279419,-354.007660,-26.696135,740.014648,-356.873688,-15.879864,673.196472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1222,-336.880219,72.008270,410.696869,-287.187225,149.006958,257.650146,-326.906952,122.229057,152.577240,-368.114349,-28.172003,808.276611,-353.993683,-26.694790,740.009277,-356.884399,-15.862701,673.185059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1223,-336.894165,72.011353,410.710419,-287.184692,149.022903,257.637329,-326.888062,122.235252,152.556961,-368.140564,-28.167667,808.287354,-354.018860,-26.680975,740.024963,-356.897369,-15.868097,673.192749,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1224,-336.879700,72.030197,410.714539,-287.221649,149.042435,257.646484,-326.898071,122.235893,152.574234,-368.137604,-28.174154,808.272278,-353.997986,-26.662657,740.021240,-356.917847,-15.870342,673.179871,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1225,-336.879669,72.027008,410.693756,-287.205902,149.049820,257.634094,-326.896454,122.268944,152.570328,-368.132629,-28.163231,808.280334,-354.015167,-26.677839,740.017944,-356.887085,-15.846015,673.186035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1226,-336.888306,72.023010,410.704834,-287.192780,149.016525,257.651337,-326.912933,122.248955,152.552002,-368.137848,-28.180000,808.270508,-354.008881,-26.688818,740.003967,-356.881409,-15.863823,673.181274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1227,-336.888458,72.028252,410.715637,-287.209045,149.017319,257.637054,-326.890656,122.231110,152.562790,-368.124390,-28.181225,808.289001,-354.001831,-26.696600,740.009033,-356.898987,-15.868754,673.181213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1228,-336.871399,72.027145,410.705353,-287.169891,149.012726,257.650970,-326.889709,122.220161,152.566284,-368.107239,-28.171877,808.296387,-354.005615,-26.683132,740.018188,-356.884979,-15.867555,673.206970,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1229,-336.857635,72.043663,410.702026,-287.190308,149.008789,257.668365,-326.884155,122.194313,152.598923,-368.120605,-28.166250,808.297974,-353.999329,-26.678917,740.013733,-356.887329,-15.845817,673.199768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1230,-336.883850,72.022484,410.726074,-287.194153,149.038025,257.656311,-326.896271,122.217285,152.604156,-368.128021,-28.161295,808.278625,-353.993195,-26.672178,740.028137,-356.873688,-15.842607,673.196960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1231,-336.886414,72.045540,410.712677,-287.193268,149.044800,257.670746,-326.906433,122.236336,152.585770,-368.143341,-28.160074,808.290161,-354.005890,-26.682335,740.032043,-356.878845,-15.843542,673.190063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1232,-336.870789,72.030876,410.721313,-287.190094,149.023361,257.663666,-326.899170,122.192276,152.607666,-368.138336,-28.163675,808.269531,-354.000610,-26.674236,740.017029,-356.875946,-15.869877,673.197388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1233,-336.864624,72.013351,410.714905,-287.194458,149.026733,257.645111,-326.890381,122.227348,152.586441,-368.113586,-28.171696,808.296265,-354.007019,-26.694744,740.028931,-356.891998,-15.867929,673.183105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1234,-336.882751,72.009094,410.691803,-287.186920,149.016846,257.638123,-326.881866,122.220100,152.569534,-368.132721,-28.179199,808.294556,-354.004730,-26.683769,740.008484,-356.901794,-15.863671,673.182617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1235,-336.874146,72.008766,410.704742,-287.193207,149.025574,257.643158,-326.896912,122.240547,152.572754,-368.121460,-28.201799,808.301025,-354.012970,-26.689934,740.010193,-356.888733,-15.868026,673.188782,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1236,-336.880829,72.014038,410.716278,-287.194305,149.029297,257.663116,-326.896820,122.266403,152.564621,-368.151794,-28.174135,808.289673,-354.001251,-26.678925,740.013367,-356.881256,-15.883379,673.194946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1237,-336.881378,72.036278,410.703949,-287.180054,149.021057,257.666779,-326.901367,122.205383,152.583511,-368.127167,-28.162121,808.298462,-354.011261,-26.668587,740.013550,-356.889618,-15.837574,673.179565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1238,-336.877960,72.028008,410.739594,-287.199829,149.049301,257.685394,-326.909607,122.222733,152.599030,-368.128876,-28.183161,808.276489,-354.003510,-26.677361,740.024231,-356.890533,-15.862573,673.187744,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1239,-336.892853,72.034157,410.706055,-287.209717,149.012680,257.674255,-326.898193,122.225372,152.558212,-368.123657,-28.180637,808.283142,-354.002502,-26.692446,740.011841,-356.905853,-15.864252,673.183655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1240,-336.876312,72.015381,410.712769,-287.179474,149.031143,257.674988,-326.894379,122.213997,152.567749,-368.120026,-28.170713,808.282654,-354.002380,-26.703079,740.016968,-356.889557,-15.868634,673.199036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1241,-336.868622,72.015785,410.715912,-287.175079,149.028305,257.672394,-326.893799,122.206085,152.576721,-368.125916,-28.186613,808.281738,-354.030518,-26.695625,739.992554,-356.883270,-15.868080,673.199707,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1242,-336.882416,72.019798,410.703766,-287.204559,149.023514,257.676025,-326.877838,122.235931,152.568832,-368.112000,-28.169617,808.271667,-353.992126,-26.712006,740.002136,-356.880157,-15.868736,673.185730,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1243,-336.880768,72.025169,410.714752,-287.190460,149.035492,257.681305,-326.902588,122.227547,152.573776,-368.134399,-28.179876,808.263611,-354.015106,-26.688766,740.002930,-356.898468,-15.849005,673.186707,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1244,-336.892303,72.028061,410.718842,-287.204163,149.057037,257.691193,-326.922455,122.244720,152.579971,-368.139832,-28.165411,808.277283,-354.024139,-26.693348,740.014709,-356.891052,-15.853315,673.200806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1245,-336.877960,72.029099,410.724579,-287.228455,149.048279,257.669220,-326.895233,122.238182,152.575180,-368.136475,-28.165878,808.279602,-353.991638,-26.683083,740.033508,-356.887360,-15.857357,673.221313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1246,-336.877380,72.032471,410.692169,-287.206085,149.024750,257.666595,-326.888184,122.216759,152.599289,-368.121582,-28.163563,808.271851,-353.971802,-26.692448,740.021606,-356.909485,-15.860266,673.182251,,,,2335.890869,-3363.923828,58.381481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1247,-336.880066,72.000198,410.699432,-287.167328,149.015472,257.672668,-326.880402,122.231895,152.549744,-368.133423,-28.192816,808.282898,-354.023102,-26.718042,740.013855,-356.865295,-15.876825,673.205566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1248,-336.878571,72.032875,410.720001,-287.192749,149.028229,257.656708,-326.886688,122.252251,152.543091,-368.153656,-28.193281,808.282288,-354.008209,-26.693356,740.023010,-356.889954,-15.865812,673.187317,,,,,,,2341.553223,-3370.439209,57.452381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1249,-336.874359,72.006340,410.697144,-287.201782,149.027451,257.659546,-326.903809,122.242783,152.569977,-368.144653,-28.190247,808.283081,-354.019043,-26.697950,740.005127,-356.893768,-15.870896,673.213501,,,,,,,2349.203857,-3378.371582,53.543186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1250,-336.893463,72.021484,410.723877,-287.204803,149.012558,257.672150,-326.914917,122.233009,152.578674,-368.147644,-28.178749,808.290710,-354.022491,-26.688776,740.039429,-356.928101,-15.862039,673.169250,,,,,,,2356.104980,-3383.235107,50.871517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1251,-336.905334,72.015793,410.741943,-287.252594,149.057724,257.678101,-326.940948,122.237587,152.567368,-368.155273,-28.176977,808.282166,-354.028473,-26.711172,740.023987,-356.892059,-15.878489,673.205566,,,,,,,2360.262939,-3385.212158,49.157230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1252,-336.901855,72.014114,410.725220,-287.203339,149.037003,257.632538,-326.927734,122.244385,152.573883,-368.161652,-28.178122,808.287537,-354.007843,-26.681816,740.032837,-356.883240,-15.876862,673.201721,,,,,,,2360.706299,-3385.584473,49.060459,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1253,-336.879242,72.015945,410.712006,-287.209961,149.024582,257.667114,-326.896942,122.218140,152.551895,-368.129456,-28.183043,808.289429,-354.004028,-26.685055,740.012634,-356.887482,-15.880848,673.195068,,,,,,,2358.368164,-3384.352783,50.266304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1254,-336.856659,72.028000,410.708374,-287.148621,149.030701,257.654114,-326.887421,122.241554,152.530960,-368.122223,-28.176178,808.286987,-353.959930,-26.684786,739.999817,-356.883942,-15.869320,673.217712,,,,,,,2354.778809,-3382.139404,52.397038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1255,-336.866455,72.020592,410.702789,-287.185791,149.035965,257.649109,-326.879181,122.226448,152.558945,-368.096222,-28.170805,808.267700,-353.976837,-26.683401,740.017395,-356.893433,-15.862084,673.175720,,,,,,,2350.524658,-3379.914551,54.402184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1256,-336.874390,72.030914,410.700867,-287.199432,149.042374,257.686951,-326.891632,122.270157,152.556213,-368.125305,-28.162504,808.270203,-353.995575,-26.693754,740.026001,-356.905518,-15.850573,673.160156,,,,,,,2347.212891,-3377.846924,55.722412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1257,-336.898407,72.033890,410.708557,-287.195587,149.033356,257.648010,-326.900818,122.241211,152.563110,-368.110352,-28.174109,808.263489,-354.002319,-26.690733,740.026184,-356.883179,-15.855329,673.175659,,,,,,,2345.414063,-3376.750000,56.578835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1258,-336.889587,72.032745,410.711456,-287.177887,149.036148,257.658051,-326.890442,122.263931,152.551468,-368.128632,-28.188908,808.277466,-354.019562,-26.703428,740.023804,-356.892883,-15.865716,673.179932,,,,,,,2345.521973,-3379.500977,55.435070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1259,-336.901794,72.033974,410.723083,-287.196991,149.023758,257.671051,-326.903259,122.228325,152.551804,-368.147400,-28.168703,808.290894,-354.017365,-26.670683,740.022461,-356.896820,-15.857861,673.192200,,,,,,,2347.858887,-3379.328857,54.843609,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1260,-336.890259,72.003876,410.698730,-287.182770,149.036621,257.661530,-326.887360,122.231773,152.586456,-368.108734,-28.176495,808.291138,-353.986511,-26.685520,740.016602,-356.882172,-15.859497,673.186707,,,,,,,2349.600830,-3379.552490,54.672447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1261,-336.893799,72.001953,410.701752,-287.173981,149.023193,257.669952,-326.895264,122.238098,152.569870,-368.125793,-28.176788,808.285645,-353.981049,-26.690832,740.017212,-356.889160,-15.869606,673.203125,,,,,,,2350.373047,-3379.930664,54.476868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1262,-336.879974,72.015236,410.714142,-287.187134,149.029984,257.651367,-326.903229,122.252815,152.561981,-368.135345,-28.172329,808.275330,-353.990234,-26.704544,740.036804,-356.888397,-15.869787,673.200195,,,,,,,2350.498779,-3379.859375,53.903797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1263,-336.873627,72.049065,410.704681,-287.186249,149.051575,257.628784,-326.884857,122.243744,152.567368,-368.142365,-28.172421,808.270874,-354.001801,-26.690111,740.010132,-356.870789,-15.868952,673.192261,,,,,,,2350.168945,-3379.783691,53.709530,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1264,-336.883087,72.004135,410.712311,-287.199524,149.043945,257.652985,-326.889404,122.234993,152.562408,-368.147949,-28.164063,808.279297,-354.018311,-26.701389,740.013916,-356.913818,-15.881219,673.175476,,,,,,,2349.378174,-3379.727295,54.072380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1265,-336.890015,72.024132,410.726563,-287.216431,149.035400,257.640228,-326.891479,122.210335,152.574631,-368.136383,-28.176912,808.272949,-354.029388,-26.700979,740.038940,-356.918976,-15.884518,673.185547,,,,,,,2348.842529,-3379.143555,54.391533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
